"id","sales"
1,13.3597431468135
2,15.510071784791
3,16.0655984553463
4,16.5811258981208
5,17.8488225862619
6,19.3353766686142
7,20.1099766863481
8,13.2269135324084
9,15.2804883045699
10,15.7620658742735
11,16.2145227136998
12,17.4137871132178
13,18.8397112645855
14,19.589640279698
15,12.8949308179985
16,14.9237906150272
17,15.4362945024796
18,15.9363149871017
19,17.188805726239
20,18.6874934195121
21,19.5351784973003
22,12.9313406108516
23,15.051653960563
24,15.6567974014285
25,16.2519771029971
26,17.6181180866038
27,19.2414134472153
28,20.1929243214848
29,13.4091584827211
30,15.6446317571023
31,16.2979216515023
32,16.927720259196
33,18.3455731794149
34,20.0132785615024
35,20.962580024571
36,13.8835717126631
37,16.14557809999
38,16.7569841684134
39,17.3333708698317
40,18.7044784938629
41,20.3159502890817
42,21.1889655958628
43,13.9771750108523
44,16.195502667161
45,16.7566158604116
46,17.2902425613365
47,18.6256859492623
48,20.2119082343803
49,21.0795879744076
50,13.9170026704181
51,16.1543127850144
52,16.7584142528555
53,17.3526304032333
54,18.7728123743859
55,20.472615187588
56,21.4696998721979
57,14.2594370520921
58,16.6561177206636
59,17.3908156026625
60,18.1243604644608
61,19.7324563101769
62,21.650148386499
63,22.8334336017819
64,15.2430869868505
65,17.8850143455922
66,18.7438928500583
67,19.5918099509639
68,21.3742272381917
69,23.4790454687773
70,24.7691702939391
71,16.5253866591444
72,19.3615969088042
73,20.2462859884077
74,21.1002761401172
75,22.9386063254235
76,25.0958228180335
77,26.3577792709468
78,17.5029247990936
79,20.4080546869911
80,21.2373922074029
81,22.0285321415646
82,23.8397236624635
83,25.9723890134886
84,27.1752539441786
85,17.9862096813702
86,20.9136154764508
87,21.7158986170653
88,22.4889939580325
89,24.313759902763
90,26.4776617124062
91,19.6918991592176
92,22.3310706352727
93,21.9057762493902
94,24.0185742648884
95,26.1874073424173
96,27.2151910204412
97,27.7201278257658
98,19.390180960725
99,21.9060049100323
100,21.4187051671014
101,23.4215043371669
